Gene,immature,A,B
BTN1A1,0,0,0
SNRPC,44.457561,45.177044,46.077782
SLC17A3,0,2.75E-02,0
SLC17A1,0,0,0
SERPINB6,93.483757,51.497719,190.270447
XPO5,12.333389,15.509117,15.271839
ABCC10,12.122867,20.189299,12.806436
HIST1H1D,0,8.29E-02,0
HIST1H4G,0,0,0
PEX6,6.572948,5.359459,7.122519
NQO2,17.971161,16.88353,21.435989
PRICKLE4,2.462424,1.881287,2.33822
OARD1,7.462036,6.633989,11.259734
UNC5CL,0.390621,0.189716,0.256172
AARS2,4.16643,8.900521,4.655396
HIST1H1A,0,0,0
ZNF391,0.026753,1.94E-02,0
RPS10,280.912079,207.344437,296.421051
MOCS1,0.125164,9.17E-02,0.187354
HIST1H2BJ,0.54343,2.798547,1.436895
MED20,3.084443,2.23041,2.565848
OR2B6,0,0,0
TBCC,9.380095,12.157928,11.425267
SPDEF,0,0,0
TCP11,0,0,0
MAD2L1BP,16.95372,17.236397,15.801203
HIST1H3B,0,0,0
APOBEC2,0,0,0
KLHDC3,27.296066,19.042542,26.565132
GNMT,0.224971,0,0.165171
DNAH8,0,5.45E-03,0
TREM1,0.256159,0.598555,0
MEA1,34.262096,26.61804,37.040104
KLHL31,0,0,0
COL21A1,0,0,0
CDKN1A,93.28595,117.874313,186.732224
SOX4,4.417133,5.051784,6.800294
GLO1,29.645367,21.804861,25.10503
CPNE5,0.082532,0.306465,4.51E-02
KCNK17,0,0,0
RREB1,10.75382,10.401668,10.836422
SSR1,22.734652,8.291883,10.557793
RIOK1,6.716431,6.420095,4.974726
NRN1,0,0.507163,0
SLC35B3,6.476977,6.919213,6.484864
RPP40,0.712692,0.852596,0.811008
ATXN1,6.973121,6.575458,16.003351
NUP153,8.086025,11.978107,7.783799
DEK,19.613926,32.637005,19.426046
EEF1E1,6.764226,6.32363,11.179581
CRISP1,0,0,0
RUNX2,0.185727,1.435199,0.413377
OPN5,0,0,0
GCM2,0,0,0
LRRFIP1,68.227989,55.473282,94.156059
AC105760.3,0,0,0
RAB17,0.338578,7.28E-02,0.311546
CXCL6,0,0,0
EREG,0.27973,7.3274,3.86E-02
TRIM51,0,0,0
RP11-467L20.10,0,0,0
MYRF,1.502858,0.579029,0.749155
SCGB1D2,0,0,0
SCGB2A1,0,0,0
AHNAK,91.946259,52.910011,91.781349
EMC3,35.816319,30.072498,49.444271
SSUH2,0,0,0
WNT1,0.248396,0,0
SH3TC1,12.119708,10.556203,11.297788
CNOT1,37.417503,37.568497,42.124043
LRRC29,2.167818,1.701214,0.876317
BBS2,29.526733,27.217154,25.307892
MT1G,1.592634,140.943268,1.087111
MT2A,61.813679,1065.435303,40.366421
C16orf70,28.67486,25.925016,28.179338
GOT2,29.346479,27.731649,33.630421
DOK4,0.131526,0.108056,0
PIWIL1,0,0,0
GPR18,0.378411,0.400093,0.571774
CLYBL,11.274604,4.990685,11.099192
TMTC4,1.23598,1.29519,2.856276
RAP2A,10.907298,7.961819,10.71
SLC10A2,0,0,0
ABCC4,2.813398,3.721825,1.907949
EFNB2,0,0,4.00E-02
SOX21,0,0,0
TM9SF2,74.610481,70.744461,79.235588
C17orf53,0.496726,1.231634,0.341892
KIF25,0,0,0
IRF1,15.204121,382.721741,9.971263
UPF3B,5.402316,6.097084,5.728099
RNF113A,8.473488,8.598373,9.040165
43714,6.313915,8.305093,7.699427
TMEM255A,11.82751,4.154377,4.204466
NDUFA1,94.578857,79.626694,93.637459
AMELX,0,0,0
ATP5S,5.122427,6.403574,4.034486
BMP4,0,0,0
PTGER2,6.076399,13.927423,10.286964
RP11-297B17.2,0,0.13651,0
FAM193A,9.294148,8.627539,8.897693
GRK4,2.148014,0.632947,0.786107
SOX9,0,0,0
TEKT3,0,0,0
MYH2,0,0,0
HS3ST3B1,0.305723,21.420731,0.189975
SLC25A35,11.141525,7.217345,17.795462
MRPS7,24.123358,22.392082,27.13343
GGA3,20.561377,17.587265,24.832926
ARMC7,11.715106,5.994255,9.042051
NUP85,18.259298,15.831615,23.269394
SLC25A19,6.375104,11.544093,6.520813
MIF4GD,12.311942,11.93619,18.947599
NT5C,15.765436,22.558983,14.921729
MSTO1,4.838951,5.700255,6.417272
C1orf61,0.039929,0.653782,0
TTF1,4.377959,4.251195,5.670521
GTF3C4,2.521328,3.224809,3.05725
DDX31,4.421093,3.042687,4.950368
BARHL1,0,0,0
KIR2DL1,0,0,0
PPP1R12C,28.469326,31.809294,32.810078
MBOAT7,47.979023,39.889606,52.07782
SRMS,0,0,0
OPRL1,1.634613,0.92898,1.439129
LINC00029,0,0,0
SLC2A4RG,3.691485,3.474682,4.181077
NPBWR2,0,0,0
C20orf195,0.094082,0.101839,0
BHLHE23,0,0,0
PPDPF,144.338013,68.922829,128.550232
IL1B,1.608384,177.078094,0
PLGLB2,0.162093,0.381559,0.197135
IL37,0,0,0
CHCHD5,14.17746,9.314879,14.48566
PAX8,3.377578,5.045842,5.199517
INSIG2,7.524333,43.213989,13.671829
POLR1B,4.389502,3.886052,5.567274
HTR5BP,0.063609,8.07E-02,0
CCDC93,31.870543,37.929775,41.233768
PSD4,28.213657,16.085033,37.989315
SLC25A23,3.431336,2.077564,5.480828
PSPN,0.519489,0.601372,0.510764
GTF2F1,21.107653,23.083979,20.797052
ALKBH7,44.823612,26.058771,44.072342
CLPP,24.19618,21.907782,17.968483
TNFSF9,2.483052,8.347937,0.904343
GRIA3,0,0,0
THOC2,18.368288,19.136599,19.230328
MED1,8.431831,11.172775,10.666319
RPL23,415.227753,139.839386,157.030487
RP11-51F16.8,0,0,0
ATG4C,6.221396,3.70012,5.244275
CD70,0,7.495389,0
C3,27.838057,55.959316,16.245657
SH2D3A,0.513636,0.97182,0.253448
TRIP10,15.231309,24.419868,8.03805
GPR108,57.231686,45.808971,42.998138
TNFSF14,58.479858,41.342445,31.439352
FOSB,0.115481,0.10059,0.249774
OPA3,6.390734,6.457795,5.217322
SNRPD2,66.101997,53.016556,73.991386
RTN2,7.903098,4.341657,7.452516
EML2,22.970325,27.748644,18.833981
VASP,55.057236,50.836288,51.761055
SYMPK,15.988238,33.255127,22.765179
GPCPD1,19.230255,28.872713,16.427082
SDCBP2,1.033545,1.091845,1.018974
PANK2,13.224519,19.83989,13.540414
TGM3,0,0,0
GNRH2,0,0,0
DEFB126,0,0,0
FOXA2,0,0,0
FAM182A,0,0,0
CD93,0.023708,8.12E-02,7.85E-02
GZF1,2.126428,2.058323,2.557262
PAX1,0,0,0
NAPB,4.662291,5.023627,4.09184
CST8,0,0,0
NKX2-4,0,0,0
CENPB,26.786884,22.262917,25.761444
PSMF1,23.302204,29.286116,22.54221
NKX2-2,0,0,0
DTD1,14.133459,10.244284,10.784172
CSTL1,0,0,0
RBCK1,22.115248,34.268188,25.776152
TMX4,11.256756,11.86071,12.565854
CST11,0,0,0
STK35,3.53395,4.565421,3.410025
SNRPB,81.924736,64.669121,81.168518
NRSN2,0.76881,2.544098,0.749107
AP5S1,8.51301,9.528504,8.031026
RRBP1,47.039234,46.394974,43.558739
BMP2,0.088918,0.588541,9.90E-02
ZNF133,2.139111,2.867879,1.65411
FLRT3,0,0,0
OVOL2,0,0,0
PCSK2,0,0,0
GFRA4,0,0,0
MKKS,4.203239,4.546826,5.684879
BFSP1,0,0,0
DSTN,17.660522,11.113667,17.205612
LAMP5,0.104924,0.133875,8.80E-02
SNRPB2,21.277336,23.016966,23.649834
MGME1,7.124994,9.043053,9.818448
LRRN4,0,0,0
TBC1D20,9.346684,7.728632,9.966065
ITPA,45.495831,48.573231,40.552929
TCF15,0,0,0
OTOR,0,0,0
MCM8,1.104852,1.230939,0.982727
BANF2,0,0,0
TMEM74B,0.12408,0.169043,0.102348
FAM110A,3.099867,1.817016,2.48056
C20orf187,0,0,0
SIRPD,1.076924,0.564713,1.752336
MRPS26,12.288146,10.301668,13.792965
DEFB129,0,0,0
S1PR4,7.921027,6.307654,7.318651
NCLN,27.148001,21.679234,35.411045
CITED1,0.086314,0,7.34E-02
HNRNPR,24.338188,28.158178,21.801889
ZNF436,1.732376,3.369758,2.326008
MAX,9.04995,11.064788,6.684314
CHURC1-FNTB,0,0,0
ARMCX5,0.666875,1.289771,1.912825
GDF5,0,0,0
MMP24,0.133431,0.191137,0.165128
NECAB3,4.373317,1.754038,5.738869
ID1,0,3.22E-02,0
RALY,68.345451,62.10561,66.713043
DYNLRB1,70.175377,74.576736,56.717606
C20orf173,0,0,0
EIF2S2,27.853182,34.928123,28.856905
ERGIC3,113.556236,89.097054,114.051949
ROMO1,38.537731,34.794338,43.964687
BPIFB9P,0,0,0
FAM83C,0,0,0
BPIFB1,0,0,0
CEP250,9.017998,8.755459,5.910104
PLAGL2,3.171132,8.689178,3.274859
MMP24-AS1,30.409567,20.641376,27.056124
GRPR,0.109791,0.216746,0
KDM5C,16.872805,23.835499,20.037645
AMOT,0.038518,9.59E-02,6.41E-02
TMEM115,18.834377,19.57831,16.696606
PSMB2,33.373821,56.055618,29.742369
AGO3,5.656833,4.454778,5.790646
UROD,42.032669,32.576672,50.976044
ST3GAL3,1.561187,2.586959,1.048792
TMEM53,13.372973,12.168694,18.396038
HECTD3,29.909937,28.186249,34.133705
KLC1,41.344971,41.980347,45.192364
XRCC3,3.742579,2.447738,3.20848
TUBGCP3,9.7293,9.329365,10.286448
MCF2L,0.007965,5.97E-03,0
F10,0,2.62E-02,5.88E-02
PCID2,14.017279,11.381463,14.393286
PROZ,0,5.10E-02,0
SLURP1,0,0,0
LRFN3,0.129612,0.307916,7.31E-02
IGFLR1,15.462827,36.289886,13.884966
CAPNS1,171.552841,81.034988,128.826935
PDCD2L,2.310714,2.73154,2.982517
GPR42,0,1.68E-02,0
RBM42,25.818226,27.841856,28.773912
KIRREL2,0,0,0
UBA2,35.262341,42.588955,30.311832
FFAR2,0.862138,6.373623,0.364011
HCST,237.312408,68.611908,213.145294
FFAR1,0.399797,0,0
COX6B1,109.529953,86.733528,109.258003
KRT36,0.187998,0.251995,0
THRA,23.218727,8.60312,21.21756
CCR7,1.724602,128.391052,2.396366
NR1D1,0.833953,0.644509,1.229449
FRMD8,7.668091,14.53123,8.366645
PRDX5,103.192352,102.284706,104.935722
BCL2L12,3.853337,5.515474,3.651877
IRF3,13.790407,18.077839,14.500043
PRMT1,25.348953,42.751007,25.17275
RRAS,39.78141,40.679276,24.388449
PRRG2,0.78274,0.704274,0.733573
SCAF1,15.919003,16.015905,14.426204
PRR12,3.930876,4.825413,3.708337
TSKS,0.076367,0,0
FLRT1,0.041087,0,0
ASL,16.618185,12.921332,14.32731
SBDS,21.146227,26.203878,21.799486
PTPN20CP,0,0,0
CSN1S1,0,0,0
STATH,0,0,0
HTN1,0,0,0
STAT5A,37.843376,64.990837,35.324314
WNK4,0,0,0
BECN1,35.793976,46.355202,44.342491
PRKCG,0,0,0
TRAP1,32.89349,17.921762,25.218607
GLIS2,0.071648,0.10528,0.139069
NSRP1,10.78896,12.40689,10.498002
DNAJC8,63.076679,56.518566,65.814873
AHDC1,1.85034,1.699071,2.056048
IFI6,120.884315,1125.692505,120.939026
DACH2,0,0,0
ZNF384,18.564182,20.865679,17.773508
EMG1,11.106729,11.409907,13.378662
SSX1,0,0,0
UXT,38.133156,29.725996,47.50631
CFP,17.53631,1.848169,22.833319
ELK1,13.337681,20.953535,18.902065
TIMM17B,12.646212,11.165258,11.16093
PCNXL4,9.324682,9.383467,9.836436
ATG14,4.627568,4.121374,5.313169
KTN1,36.110096,35.65086,61.066883
SIX1,0,1.97E-02,0
RHOJ,0,0,0
DLGAP5,1.324191,0,0
L3HYPDH,4.276121,5.290331,4.285728
HSPA2,0.290075,0.664061,0.127982
ZBTB1,13.523879,17.229008,4.515315
TRMT5,8.612002,8.419062,12.986653
SGPP1,6.497726,8.97484,8.150101
PLEKHG3,3.535776,16.493626,0.489856
PZP,1.594926,0.808413,1.770522
PRDM7,0,0,0
RHOT1,13.206857,15.275956,16.093943
EVI2A,14.509807,12.206298,13.993878
OMG,0.414773,0.275488,0.179954
WDR60,1.475291,1.6145,1.415867
AIF1L,0,0,0
FAM78A,25.849243,19.613478,21.352104
NUP214,9.215714,9.320144,9.597364
CTAG2,0,0,0
AVPR2,0.121943,0,0
SLC10A3,8.165106,8.969132,9.010275
MAP2K2,37.584072,40.636532,33.906784
HNRNPH2,1.068071,0.879873,2.705916
ARMCX1,8.526554,9.436542,7.005154
TMEM35,0,0,0
NXF5,0,0,0
TIMM8A,4.522558,2.444172,4.438942
ZC4H2,0.32304,1.709195,0.558716
CANX,155.87294,127.886627,159.52272
CPSF3L,29.984142,27.217916,27.675266
RGS13,0.085828,0,0
IPPK,1.404689,1.68548,1.87607
ZNF484,0.634165,1.647508,0.786656
OMD,0,0,0
FGD3,7.532559,11.60868,6.780881
HIVEP3,1.779361,1.98104,3.393631
PPCS,46.415565,43.894951,26.768669
EDN2,0,0,0
BCL11B,0.112745,0.545157,0.22929
COX7C,65.482346,106.645012,143.432358
TRAF2,14.59866,18.017879,9.209721
ABHD8,9.24999,11.410351,10.331533
MASP1,0,0,0
ATP13A4,0,6.46E-02,0
HRASLS,0,0,0
HELB,0.564519,2.01914,1.027059
RAP1B,72.664398,192.656876,64.954765
IL22,0,0,0
TSPAN8,0,0,0
BEST3,0,0,0
RAB3IP,1.700801,1.770943,1.855785
PTPRB,0,0,0
DYRK2,12.583264,7.118572,11.672013
YEATS4,8.997596,10.014482,9.737326
TAS2R3,0,7.04E-02,0.185645
TAS2R4,0.340905,0.175525,0.352677
TAS2R5,0.232232,6.74E-02,0.530103
CRYGN,0,0,0.106686
LRRC61,1.33929,10.772618,2.575171
TRPV5,0.451134,0.103567,0.395711
IDUA,8.748765,6.208279,6.915744
FGFRL1,3.279531,1.568019,2.614008
TMEM175,14.465617,9.23863,15.363204
AUNIP,0.074981,7.40E-02,8.91E-02
PIN1,20.505604,13.484503,13.067132
FBXL12,9.958179,9.138501,7.607075
EMC1,16.278351,16.338186,21.547401
PLA2G5,0,0,0.194352
UBR4,26.886112,35.215034,26.044678
HP1BP3,41.068398,36.342243,31.368261
EMR2,22.451149,31.180485,38.761765
SIN3B,13.461521,12.357458,17.788567
OR7A10,0,0,0
SLC35E1,7.795659,7.452934,9.275646
EPS15L1,15.145424,10.147062,18.530226
KLF2,1.823624,0.634024,2.801843
OR7C2,0,0,0
OR7C1,0,0,0
F2RL3,0,0,0
UQCR11,101.317497,71.891441,97.007874
GFER,6.886046,11.074737,9.27532
SYNGR3,0,0.408975,0
PKMYT1,3.095343,0.742145,0.764594
WFIKKN1,0.000325,3.29E-02,1.85E-02
WDR24,4.822966,3.220063,4.883142
FBXL16,0.340362,0.210048,0.398347
CHTF18,1.069796,1.685812,1.644308
GNG13,0,0,0
TUBBP1,15.25323,15.731925,12.424681
MACF1,16.889774,59.364449,26.744389
SMARCA4,23.317234,22.486139,23.312031
KDM4B,5.961413,4.787783,5.429178
TICAM1,9.662856,18.019173,7.479523
METTL25,3.047269,4.384405,3.632651
IL17B,0,0,0
EMC6,17.841202,3.169274,18.44199
OR1E2,0,0,0
METTL16,2.575094,4.549414,3.856179
TUBA4A,8.058717,10.734709,7.967804
VIL1,0,3.00E-02,0
AAMP,33.393597,40.675522,31.033176
PNKD,61.655361,134.06572,30.910522
TNFRSF19,0,0,4.24E-02
RNF6,12.706356,6.891617,14.873585
ECHS1,66.609917,44.196266,71.159645
ZNF835,0.127747,0.140459,0.424621
AKAP9,12.466867,17.192236,13.029712
GNG11,0,0.522739,5.76E-02
SHFM1,39.55304,36.982742,47.044685
GNGT1,0,0,0
HIP1,2.587264,7.47506,3.929148
PTPN12,44.588989,86.028435,48.222477
POR,43.779667,48.427757,49.008171
FGL2,5.665713,3.410342,28.653879
STYXL1,16.820353,15.306273,19.790026
STEAP4,0.024517,3.47E-02,7.64E-03
GNAI1,0.666659,0.175325,0.450554
PMS2P3,2.599673,2.886531,3.629944
PEX1,5.184893,6.216965,5.005803
MTERF,1.973523,3.982395,4.253571
SGCE,0,0,0
RBM48,3.850296,3.399612,3.213639
CASD1,1.645104,2.456059,1.452897
ZNF780B,2.828026,1.651096,1.655321
LRFN1,0.680695,0.311791,0.708575
ZFP36,11.916614,28.408236,15.59252
SRD5A3,12.025597,3.69128,12.835367
SPINK2,0.07151,0,0
RASL11B,6.175407,0.548061,3.657776
PAICS,12.789007,10.604589,10.564947
KDR,0.843877,0.870357,4.57E-02
PPAT,2.117467,2.845509,3.452835
TUBGCP6,10.098368,14.376949,13.857735
ADM2,0.087642,0.135641,0
DGCR6L,27.382761,16.152458,25.772596
DGCR8,6.974648,7.163586,6.643805
ASPHD2,0.334475,3.069347,0.424432
VPREB3,0.175361,0.71376,0.574689
SDF2L1,18.993481,16.291719,14.656118
GAL3ST1,0,0,0
YWHAH,43.087517,39.4137,41.959167
RFPL1,0,0,0
RFPL2,0.066877,0.107983,0
C22orf24,0,0,0
POM121L9P,0.004773,1.99E-02,2.49E-03
GNAZ,0.020635,2.37E-02,0
MGAT3,0.106511,8.44E-02,0.121135
ADORA2A,0.157775,27.242039,0.677092
ATF4,94.687622,76.190277,79.6735
A4GALT,0.502948,11.892185,0.60569
RFPL3,0,0,0
CDC42EP1,8.947219,10.174446,7.08708
APOL3,12.540465,305.727539,3.527871
MCHR1,0,8.29E-02,0
TPST2,14.299928,15.310831,17.159393
BAIAP2L2,0,5.54E-02,6.93E-02
MPST,10.094704,5.37204,8.461708
GALR3,0,0,0
TST,8.750107,6.565233,10.541126
APOL5,0,0,0
IGLL1,0,0,0
APOL2,39.177326,109.686722,43.882153
RAC2,350.919403,140.00528,314.58139
LIF,3.604778,3.440128,0.761687
C22orf23,1.851137,2.377051,2.175067
APOBEC3A,29.878683,123.630241,63.716
APOBEC3F,3.03924,9.434319,3.323791
RIBC2,0.137131,0,0
KRT17,0,0,0
TBC1D27,0.04377,5.61E-02,0
EMC4,35.193462,51.592411,43.655624
RNF112,0,3.67E-02,0
SPECC1,11.346277,15.846565,13.119444
CPA4,0.038502,3.15E-02,0
DOCK4,15.308739,49.907753,14.023408
POT1,4.64034,5.600511,6.805502
TAS2R16,0,0,0
ATP6V1F,444.879791,290.456696,427.299866
NAA38,16.304283,16.217146,14.924988
CDHR3,0,0,0
PRKRIP1,8.305652,7.687674,6.838804
VGF,0,0,0
PODXL,3.723307,0.455623,7.753595
FOXP2,0.008245,0,0
STRIP2,3.452563,3.559854,1.437583
RABL5,3.836568,2.905941,2.647499
MKLN1,5.407701,11.215512,7.070361
DNAJB9,10.041818,9.988528,9.779649
FLNC,0.020498,0,0
LRRC4,0.175465,3.05E-02,2.069001
CALU,70.195312,46.784874,70.503922
CCDC136,0,6.16E-02,4.78E-02
SMO,0,5.24E-02,0
IRF5,45.20171,49.954243,41.495464
LRRC17,0.054149,0,0
KLHDC10,7.323952,7.775628,6.382888
NDUFA5,19.722809,18.283461,26.178856
FEZF1,0,0,0
OPN1SW,0.30967,0.21781,0.297268
MRPS12,16.624067,16.811714,17.835264
MYO1B,0.964972,1.812602,0.225883
HOXD1,0,0,0
HOXD3,0,0,0
MTX2,11.196611,13.029376,13.993632
PDE11A,0,0,0
CHN1,0,0.394995,0
GAD1,0,0,0
EIF2S2P4,17.885029,23.629423,17.654161
OSGEPL1,2.492624,2.971434,3.24894
ORMDL1,24.810465,25.840672,30.184454
HAT1,19.593699,16.626591,19.286062
HOXD9,0,0,0
HOXD10,0,0,0
HOXD11,0,0,0
HOXD13,0,0,0
HERC2,11.128435,10.658035,15.203464
SNRPN,6.257937,15.174035,11.392396
PSMG2,31.466301,39.65377,36.540524
TWSG1,7.332885,4.586949,9.28003
GDF2,0,0,0
ARHGAP22,27.143774,11.504592,18.273052
WDFY4,57.404018,43.799175,55.992558
EIF2AK4,11.312669,13.314543,9.991981
MYO5C,0.007827,7.24E-02,0.10211
CGNL1,0,0.704751,0
TMOD2,0.391026,1.222138,0.483263
TTBK2,0.997311,1.223574,0.71926
ELL3,0.526521,1.578735,1.028114
C15orf57,11.755572,5.161375,3.726369
INO80,13.578786,11.927267,17.599545
NARG2,2.499091,4.419518,4.809072
DLL4,0,0,0
ALDH1A2,2.121258,4.445611,20.503553
FAM63B,1.829674,1.418625,1.546844
IVD,22.28174,20.715002,25.481865
KNSTRN,7.343525,6.494587,6.893147
DUT,14.693024,9.804694,16.102873
CHAC1,0.174219,9.86E-02,0
CLN6,73.1595,26.366358,50.685623
ARPP19,20.401033,25.02947,18.950022
VPS13C,16.472742,24.801908,17.464317
CALML4,8.046637,7.267404,7.88386
ISLR,0,0,0
THAP10,0.043692,0.207479,0
LOXL1,0,0,0
ACKR4,0,4.82E-02,0
ANAPC13,12.339485,15.005314,14.299843
MBD4,27.756084,34.270588,24.359825
COPB1,51.132259,57.5028,58.399418
PSMA1,67.731941,83.981125,76.465744
SUMF2,95.35907,68.010414,96.229462
PALLD,10.355608,9.303838,60.351978
SPCS3,18.000624,23.934475,19.457703
BBOX1,0,0,0
MYOD1,0,0,0
SERGEF,10.309641,7.184449,8.850545
KCNC1,0,1.14E-02,2.62E-02
TPH1,0.009842,7.38E-03,0
CSRP3,0,0,0
E2F8,0.524739,0,0
DCTD,22.078848,31.638283,33.222992
SOX15,0.097869,0.643671,0.292465
FAM64A,0.339168,0,0.137257
RPAIN,8.450486,6.194465,6.197733
USP6,0.211158,0.207323,0.232256
SHBG,0.10586,0,0
PLD2,6.936934,15.512048,9.522898
AIPL1,0,0,0
CD68,721.888428,415.785156,573.784241
TXNDC17,28.413567,21.283867,33.405338
ATP1B2,0,0,0
FXR2,13.099841,17.276596,12.779683
KIF1C,13.713121,9.40845,10.610887
MPDU1,34.724602,46.1964,41.428349
MMP28,0,0,0
CCL4,29.000002,210.779617,23.286339
MRM1,3.40134,3.232231,5.939138
PHF20L1,9.86975,9.236525,11.847631
LRRC6,0.926934,0.276839,1.651961
CCNT1,5.174825,7.005107,6.920013
PUS7L,1.313204,1.286945,0.805479
KRI1,6.212327,5.847162,6.125582
ILF3,33.014961,41.590946,34.66835
SLC44A2,31.185633,25.779642,12.137426
AP1M2,1.102695,3.438126,0
CDKN2D,2.108332,3.748345,1.67805
MTUS1,9.235165,5.207059,10.237711
KLK14,0,0,0
SIGLEC9,33.603374,31.101887,35.530949
KLK10,0.657163,3.815182,1.26846
KLK8,0,0,0
NGDN,12.000115,11.426728,12.26149
RIPK3,17.461334,19.622902,15.418356
ADCY4,1.64202,3.088572,1.112072
RAB2B,10.645653,17.587255,6.693997
BCL2L2,8.441604,7.8343,3.290017
AJUBA,0.012465,9.34E-03,0.118676
DTD2,2.224811,3.50989,2.943055
PARP2,8.727242,5.984304,7.559131
HEATR5A,21.886301,18.483702,20.172222
FOXA1,0,0,0
SNX6,25.005272,31.938425,48.220413
EAPP,13.717868,12.714469,14.526339
EGLN3,0,0.126769,9.34E-02
MIS18BP1,7.859987,7.664166,9.996016
NRL,0.784958,0.741767,0.838275
RNASE1,8.7958,6.280264,24.505344
NEDD8,102.609154,63.078274,58.814091
DAD1,116.8647,42.922897,79.559662
TEP1,12.464468,28.644909,15.734995
EPB41L4A,0.022878,0.461557,7.52E-02
CDO1,0,0,0
REEP5,61.623238,45.563179,63.123905
ITFG1,35.152546,46.361286,26.56374
QRICH2,0.102886,0.293391,4.94E-02
FOXJ1,0,0,0
SEC14L1,29.908308,30.323069,29.141479
RHBDF2,71.893059,138.62265,39.733471
AANAT,1.023123,1.561335,0.728704
ARHGEF6,6.855804,7.142384,6.714488
MAP7D3,2.543319,2.671966,1.525211
FGF13,0.054257,0.256934,0
ASH2L,12.5069,12.94661,14.622964
TTI2,3.639937,4.476635,2.628628
ART1,0,0,0
CHRNA10,0.190092,0.327439,0.186707
CDKN1C,0.172279,3.55E-02,0
SGOL1,0.263893,0.124925,5.08E-02
TTTY1B,0,0,0
RPS4Y1,85.392296,62.104851,72.600159
TTTY1,0,0,0
VCY1B,0,0,0
VCY,0,0,0
CDY2B,0,0,0
CDH15,0,0,0
KLF16,14.559793,10.214208,13.324998
TMEM8A,75.813957,56.02747,77.769325
DOHH,4.476488,6.388879,7.219801
MAU2,15.504316,12.77044,11.181313
SHC2,0,0,0
LPPR3,0,0,0
INS-IGF2,0,0,0
ABHD17A,19.484941,18.064569,27.071268
LBP,0,0,0
SYT5,0,0,0
TNNI3,0,0,0
CBFA2T3,2.300277,0.780131,1.683732
GAMT,0.305718,0.206496,0
HDHD1,6.769614,6.525765,5.769251
ERMARD,8.078213,10.028079,8.119641
PHF10,10.286304,6.055731,9.643329
PRRG3,0,0,0
GALNT8,0,0,7.34E-02
KCNA5,0,0,0
EFCAB4B,0.726467,1.758011,0.357587
NXNL2,0,0,0
STARD8,14.374848,12.938863,10.667442
FAM155B,0,0,0
GDPD2,0,0,0
SAT1,612.386292,1779.778198,359.539062
GNL3L,4.847518,6.24265,6.844575
SH3BP4,0.275311,0.59564,6.79E-02
MOSPD2,13.970749,10.828226,17.767153
DOCK6,4.172531,1.714215,1.161497
ECSIT,13.638463,12.992559,15.492762
LDLR,13.718291,22.085293,9.421926
ELOF1,29.037329,12.870815,22.756796
TSPAN16,0,0,0
C19orf80,0,0,0
PRKCSH,91.472816,71.687149,108.658302
CNN1,0,0,0
CDC16,36.412098,33.663464,43.057632
ZSCAN10,0,0,0
THEM6,6.576591,6.443072,7.856691
EXOC3L2,0.031323,0,0
PVRL2,22.189169,105.387306,22.995018
APOE,4995.500977,2399.508789,4143.489746
TOMM40,54.309479,26.979305,54.154926
APOC1,1828.671875,395.700989,1149.849365
GADD45G,9.848223,52.221851,7.712992
LRCH2,0,0,0
DPP6,0,0,0
XPO7,14.877691,13.58437,16.538975
ACE2,0,0,0
FAM98C,3.426327,2.77961,4.145006
SAFB2,22.868189,26.772943,28.732077
RPL36,190.647369,162.114227,245.748184
ATP8B3,0.100267,9.13E-02,8.51E-02
GDF1,0,0,0
NCAN,0,0,0
KIF1A,0,0,0
GTPBP3,3.597875,3.372951,3.169293
PLVAP,0,0,0
BST2,91.470383,292.541931,97.704208
SLC27A1,28.150414,6.668192,20.396885
NSUN5,10.194913,9.285651,10.799578
USHBP1,0,0,0
COLGALT1,122.473579,104.238365,118.201942
DDA1,4.401544,5.808368,4.506717
MRPL34,33.60181,33.463181,42.3116
PGLS,36.640762,43.114437,43.923599
LSM7,21.113131,19.772038,24.426039
TULP4,5.300704,3.66523,4.776633
SNX9,21.969772,21.000963,15.744083
RTN4IP1,3.620306,2.874334,3.644702
QRSL1,4.409683,6.155977,4.445155
C6orf203,4.981901,4.337816,6.328279
RSPH3,8.595548,8.572948,11.935979
MAS1,0.286537,1.382555,0.234527
ACSBG2,0,0,0
MLLT1,9.097977,7.380845,8.051921
FUT5,0,0,0
BMP15,0,0,0
MLLT4,4.349277,5.027997,3.245405
ACTN4,51.304401,62.466476,59.479374
STK33,0,0,0
NDUFA10,27.093704,20.709677,27.302563
EPO,0,0,0
ARPC1B,875.30481,542.941528,630.874268
CACNG6,0,0,0
ZSWIM6,3.208078,4.2209,3.456251
FCHO1,7.628266,7.030705,15.393413
UNC13A,0.048046,2.778456,4.32E-02
MAP1S,17.167709,16.803352,16.249113
KLHDC7B,0.108049,2.782137,2.98E-02
SCO2,11.21352,51.6119,7.978885
PXDN,0,0,0
SSBP4,27.696228,16.624786,25.266748
GDF15,153.788406,97.924164,89.518059
PGPEP1,11.816192,4.466276,4.222067
KIAA1683,0.061629,0.124057,8.46E-02
LSM4,58.188049,40.718517,63.025909
JUND,44.530315,65.658745,38.839321
HRC,0,0,0
TRPM4,5.655958,8.941579,4.104085
OR11H1,0,0,0
SULT4A1,0,0,0
ZNF557,2.51813,2.533455,1.707468
CRB3,0,5.30E-02,0
OLFM1,0.394029,6.01E-02,0.405898
